ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION,GROUPES
1965,FORD,MUSTA,6.0,,364.26000000000016,9
1966,PONTI,BEAUM,8.0,,361.22400000000016,9
1967,BUICK,WILDC,8.0,,358.18800000000016,9
1967,CHEVR,CHEVE,6.0,,358.18800000000016,9
1968,AMER,JAVEL,8.0,,355.1520000000001,9
1968,FERRA,,4.0,,355.1520000000001,9
1968,FORD,MUSTA,8.0,,355.1520000000001,9
1968,VOLKS,,4.0,,355.1520000000001,9
1969,GMC,,6.0,,352.116,8
1970,CHEVR,CAMAR,8.0,,349.07999999999987,8
1971,CHEVR,CORVE,8.0,,346.04399999999987,8
1972,CHEVR,CHEVE,8.0,,343.0079999999998,8
1972,CHRYS,NEWPO,8.0,,343.0079999999998,8
1972,FORD,MUSTA,8.0,,343.0079999999998,8
1972,PLYMO,VALIA,8.0,,343.0079999999998,8
1973,VOLKS,,4.0,,339.97199999999975,8
1973,VOLKS,BEETL,4.0,,339.97199999999975,8
1974,CHEVR,CHEVE,8.0,,336.9359999999997,8
1974,CHEVR,CORVE,8.0,,336.9359999999997,8
1974,CHEVR,IMPAL,8.0,,336.9359999999997,8
1974,VOLKS,,4.0,,336.9359999999997,8
1975,BUICK,,8.0,,333.89999999999964,8
1975,DODGE,,8.0,,333.89999999999964,8
1975,OLDSM,DELTA,8.0,,333.89999999999964,8
1975,PORSC,914,,,333.89999999999964,8
1975,VOLKS,ARTIS,4.0,,333.89999999999964,8
1976,FORD,,8.0,,330.86399999999963,8
1976,VOLKS,BEETL,4.0,,330.86399999999963,8
1976,VOLKS,COCCI,4.0,,330.86399999999963,8
1977,CHEVR,CHEVE,8.0,,327.8279999999995,8
1977,CHEVR,CORVE,8.0,,327.8279999999995,8
1978,CHEVR,C20,8.0,,324.79200000000037,8
1978,CHEVR,CORVE,8.0,,324.79200000000037,8
1978,DODGE,MAGNU,8.0,,324.79200000000037,8
1978,PLYMO,VOLAR,6.0,,324.79200000000037,8
1978,TOYOT,LANDC,6.0,,324.79200000000037,8
1979,BMW,320,6.0,,321.7560000000003,8
1979,FORD,,8.0,,321.7560000000003,8
1979,FORD,,8.0,4297.0,321.7560000000003,8
1979,MG,MGB,4.0,,321.7560000000003,8
1979,PONTI,TRANS,8.0,,321.7560000000003,8
1979,PORSC,911,6.0,,321.7560000000003,8
1979,TOYOT,PICKU,4.0,,321.7560000000003,8
1979,VOLKS,BEETL,4.0,,321.7560000000003,8
1980,CHEVR,ELCAM,8.0,,318.72000000000025,8
1980,CHEVR,PICKU,8.0,,318.72000000000025,8
1980,DATSU,,4.0,,318.72000000000025,8
1980,MG,,4.0,,318.72000000000025,8
1980,PONTI,TRANS,8.0,,318.72000000000025,8
1981,CHEVR,CAMAR,8.0,4379.0,315.6840000000002,8
1981,FORD,F250,8.0,5756.0,315.6840000000002,8
1981,JEEP,JEEP,8.0,2500.0,315.6840000000002,8
1981,VOLKS,RABBI,4.0,1705.0,315.6840000000002,8
1982,BUICK,ELECT,8.0,5034.0,312.64800000000014,8
1982,MERCE,380,8.0,3837.0,312.64800000000014,8
1983,CADIL,DEVIL,8.0,4100.0,309.61200000000014,7
1983,MERCE,300,4.0,,309.61200000000014,7
1983,PORSC,944,4.0,2476.0,309.61200000000014,7
1983,VOLKS,VANAG,4.0,1919.0,309.61200000000014,7
1984,GMC,C1500,8.0,5002.0,306.57599999999996,7
1984,JEEP,JEEP,4.0,2460.0,306.57599999999996,7
1984,LANDR,,4.0,,306.57599999999996,7
1985,BOMBA,ILTIS,4.0,,303.54,7
1985,CHEVR,CAMAR,8.0,2837.0,303.54,7
1985,DODGE,RAM,8.0,5215.0,303.54,7
1985,GMC,C2500,8.0,6215.0,303.54,7
1985,GMC,K1500,8.0,5002.0,303.54,7
1985,ISUZU,PUP,4.0,2247.0,303.54,7
1985,PORSC,944,4.0,2476.0,303.54,7
1985,TOYOT,COROL,4.0,1591.0,303.54,7
1985,TOYOT,MR2,4.0,1591.0,303.54,7
1985,VOLVO,745,6.0,2378.0,303.54,7
1986,ALFA,VELOC,4.0,1968.0,300.5039999999999,7
1986,CADIL,ELDOR,8.0,4083.0,300.5039999999999,7
1986,CHEVR,C30,8.0,6215.0,300.5039999999999,7
1986,CHEVR,CORVE,8.0,5740.0,300.5039999999999,7
1986,PEUGE,505,4.0,2197.0,300.5039999999999,7
1986,TOYOT,TERCE,4.0,1460.0,300.5039999999999,7
1987,CHEVR,MONTE,8.0,5002.0,297.4679999999998,7
1987,CHEVR,SPORT,8.0,5002.0,297.4679999999998,7
1987,CHRYS,LEBAR,4.0,2509.0,297.4679999999998,7
1987,DODGE,DAKOT,6.0,3903.0,297.4679999999998,7
1987,FORD,THUND,8.0,4952.0,297.4679999999998,7
1987,GMC,R25,8.0,6215.0,297.4679999999998,7
1987,HONDA,ACCOR,4.0,1951.0,297.4679999999998,7
1987,ISUZU,TROOP,4.0,2263.0,297.4679999999998,7
1987,JEEP,WRANG,4.0,2460.0,297.4679999999998,7
1987,MERCE,190,5.0,2493.0,297.4679999999998,7
1987,SAAB,900,4.0,1984.0,297.4679999999998,7
1987,TOYOT,PICKU,4.0,2361.0,297.4679999999998,7
1987,TOYOT,SUPRA,6.0,2952.0,297.4679999999998,7
1987,VOLKS,VANAG,4.0,2100.0,297.4679999999998,7
1987,VOLKS,VANAG,4.0,2115.0,297.4679999999998,7
1988,AUDI,90,5.0,2312.0,294.4319999999998,7
1988,BUICK,ELECT,6.0,3788.0,294.4319999999998,7
1988,CHEVR,GMT-4,8.0,5002.0,294.4319999999998,7
1988,CHRYS,DYNAS,6.0,2968.0,294.4319999999998,7
1988,DODGE,D-SER,6.0,3903.0,294.4319999999998,7
1988,DODGE,DAKOT,6.0,3903.0,294.4319999999998,7
1988,FORD,ECONO,8.0,4952.0,294.4319999999998,7
1988,FORD,F150,6.0,4920.0,294.4319999999998,7
1988,JEEP,WAGON,6.0,3969.0,294.4319999999998,7
1988,NISSA,PATHF,6.0,2968.0,294.4319999999998,7
1988,TOYOT,4RUNN,4.0,2361.0,294.4319999999998,7
1988,VOLKS,CABRI,4.0,1787.0,294.4319999999998,7
1989,BMW,735,6.0,3427.0,291.39599999999973,7
1989,CADIL,DEVIL,8.0,4526.0,291.39599999999973,7
1989,CHEVR,CAVAL,6.0,2837.0,291.39599999999973,7
1989,CHEVR,G30,8.0,6215.0,291.39599999999973,7
1989,CHEVR,GMT-4,6.0,4297.0,291.39599999999973,7
1989,DODGE,DAKOT,6.0,3903.0,291.39599999999973,7
1989,FORD,F250,8.0,4952.0,291.39599999999973,7
1989,GMC,S15,6.0,4297.0,291.39599999999973,7
1989,JEEP,WAGON,6.0,3969.0,291.39599999999973,7
1989,MERCU,GRAND,8.0,4952.0,291.39599999999973,7
1989,PONTI,FIREB,8.0,5002.0,291.39599999999973,7
1989,PONTI,SUNBI,4.0,1984.0,291.39599999999973,7
1989,TOYOT,PICKU,4.0,2361.0,291.39599999999973,7
1990,BMW,325,6.0,2493.0,288.3599999999997,7
1990,CHEVR,G30,8.0,5740.0,288.3599999999997,7
1990,EAGLE,TALON,4.0,2001.0,288.3599999999997,7
1990,FORD,BRONC,8.0,4952.0,288.3599999999997,7
1990,FORD,MUSTA,8.0,4952.0,288.3599999999997,7
1990,FORD,RANGE,6.0,4018.0,288.3599999999997,7
1990,FORD,TEMPO,4.0,2296.0,288.3599999999997,7
1990,GEO,TRACK,4.0,1591.0,288.3599999999997,7
1990,GMC,VANDU,8.0,5740.0,288.3599999999997,7
1990,OLDSM,98,6.0,3788.0,288.3599999999997,7
1990,TOYOT,CAMRY,6.0,2509.0,288.3599999999997,7
1990,TOYOT,PICKU,4.0,2361.0,288.3599999999997,7
1990,TOYOT,PICKU,6.0,2952.0,288.3599999999997,7
1990,VOLKS,FOX,4.0,1787.0,288.3599999999997,7
1990,VOLKS,GOLF,4.0,1787.0,288.3599999999997,7
1990,VOLKS,VANAG,4.0,2115.0,288.3599999999997,7
1991,ACURA,LEGEN,6.0,3214.0,285.3239999999996,7
1991,CHEVR,BERET,4.0,2296.0,285.3239999999996,7
1991,CHEVR,LUMIN,6.0,3100.0,285.3239999999996,7
1991,DODGE,DAKOT,6.0,3919.0,285.3239999999996,7
1991,FORD,CROWN,8.0,4952.0,285.3239999999996,7
1991,FORD,F150,6.0,4920.0,285.3239999999996,7
1991,FORD,F350,8.0,7281.0,285.3239999999996,7
1991,FORD,MUSTA,4.0,2296.0,285.3239999999996,7
1991,GMC,GEO,4.0,1591.0,285.3239999999996,7
1991,GMC,SIERR,8.0,5740.0,285.3239999999996,7
1991,JAGUA,XJ6,6.0,3985.0,285.3239999999996,7
1991,MERCE,560,8.0,5543.0,285.3239999999996,7
1991,NISSA,300ZX,6.0,2968.0,285.3239999999996,7
1991,OLDSM,CUTLA,6.0,3345.0,285.3239999999996,7
1991,PORSC,911,6.0,3608.0,285.3239999999996,7
1991,TOYOT,4RUNN,4.0,2361.0,285.3239999999996,7
1991,TOYOT,CAMRY,4.0,2001.0,285.3239999999996,7
1991,VOLVO,240,4.0,2312.0,285.3239999999996,7
1991,VOLVO,740,4.0,2312.0,285.3239999999996,7
1991,VOLVO,940,4.0,2312.0,285.3239999999996,7
1992,CHEVR,GMT-4,8.0,6215.0,282.2879999999996,7
1992,DODGE,RAM,8.0,5215.0,282.2879999999996,7
1992,DODGE,SPIRI,6.0,2968.0,282.2879999999996,7
1992,DODGE,W-SER,6.0,5887.0,282.2879999999996,7
1992,GMC,SIERR,8.0,6215.0,282.2879999999996,7
1992,JEEP,CHERO,6.0,3969.0,282.2879999999996,7
1992,JEEP,WRANG,6.0,3969.0,282.2879999999996,7
1992,MAZDA,B2600,4.0,2558.0,282.2879999999996,7
1992,MAZDA,MX-5,,1607.0,282.2879999999996,7
1992,NISSA,SILVI,4.0,,282.2879999999996,7
1992,PONTI,GRAND,6.0,3345.0,282.2879999999996,7
1992,SUBAR,LOYAL,4.0,1787.0,282.2879999999996,7
1992,SUZUK,CARRY,4.0,,282.2879999999996,7
1992,TOYOT,MR2,4.0,,282.2879999999996,7
1992,VOLKS,EUROV,4.0,2460.0,282.2879999999996,7
1993,BUICK,PARK,6.0,3788.0,279.2519999999995,7
1993,CHEVR,BLAZE,6.0,4297.0,279.2519999999995,7
1993,CHEVR,GMT-4,8.0,5002.0,279.2519999999995,7
1993,CHEVR,S,6.0,2837.0,279.2519999999995,7
1993,DODGE,DAKOT,6.0,3919.0,279.2519999999995,7
1993,DODGE,W-SER,6.0,3919.0,279.2519999999995,7
1993,FORD,F150,6.0,4920.0,279.2519999999995,7
1993,FORD,RANGE,4.0,2300.0,279.2519999999995,7
1993,GMC,S15,6.0,4297.0,279.2519999999995,7
1993,GMC,SIERR,6.0,4297.0,279.2519999999995,7
1993,GMC,SIERR,8.0,5740.0,279.2519999999995,7
1993,GMC,YUKON,8.0,5740.0,279.2519999999995,7
1993,INFIN,G20,4.0,2001.0,279.2519999999995,7
1993,JEEP,GRAND,8.0,5215.0,279.2519999999995,7
1993,LEXUS,ES,6.0,2952.0,279.2519999999995,7
1993,MAZDA,MX-5,4.0,1607.0,279.2519999999995,7
1993,TOYOT,COROL,4.0,1591.0,279.2519999999995,7
1993,TOYOT,SUPRA,6.0,,279.2519999999995,7
1993,TOYOT,T100,6.0,2952.0,279.2519999999995,7
1994,CHEVR,CAPRI,8.0,5740.0,276.2160000000004,6
1994,CHEVR,G20,8.0,6510.0,276.2160000000004,6
1994,CHEVR,GMT-4,8.0,5002.0,276.2160000000004,6
1994,CHRYS,INTRE,6.0,3526.0,276.2160000000004,6
1994,DODGE,DAKOT,8.0,5215.0,276.2160000000004,6
1994,FORD,ECONO,8.0,7281.0,276.2160000000004,6
1994,FORD,F150,8.0,4952.0,276.2160000000004,6
1994,FORD,PROBE,4.0,2001.0,276.2160000000004,6
1994,GEO,METRO,3.0,1000.0,276.2160000000004,6
1994,GMC,SIERR,8.0,5000.0,276.2160000000004,6
1994,LINCO,TOWN,8.0,4608.0,276.2160000000004,6
1994,PONTI,FIREF,3.0,1000.0,276.2160000000004,6
1994,SUZUK,SIDEK,4.0,1591.0,276.2160000000004,6
1994,TOYOT,4RUNN,6.0,2952.0,276.2160000000004,6
1994,TOYOT,COROL,4.0,1591.0,276.2160000000004,6
1995,BMW,318,4.0,1804.0,246.0,5
1995,BMW,320,6.0,1984.0,268.79644808743166,6
1995,BMW,325,6.0,2493.0,267.0,6
1995,CHEVR,CAMAR,6.0,3788.0,267.0,6
1995,DODGE,RAM,6.0,5887.0,365.66666666666674,9
1995,DODGE,RAM,8.0,5200.0,428.4444444444445,9
1995,FORD,AEROS,6.0,4018.0,337.0,8
1995,FORD,F250,8.0,7281.0,400.0,9
1995,FORD,F350,8.0,7281.0,323.2554617676266,8
1995,FORD,TAURU,6.0,3198.0,278.83333333333337,7
1995,GMC,SUBUR,8.0,5740.0,349.0,8
1995,JAGUA,XJ6,6.0,3985.0,304.0,7
1995,JEEP,GRAND,6.0,3969.0,351.0,8
1995,MERCE,C,4.0,2197.0,242.0,5
1995,NISSA,240SX,4.0,2394.0,256.5,6
1995,NISSA,SENTR,4.0,1591.0,195.0,3
1995,PONTI,FIREB,6.0,3788.0,267.0,6
1995,SATUR,SC2,4.0,1902.0,283.55792135903977,7
1995,TOYOT,4RUNN,6.0,3000.0,391.0,9
1995,TOYOT,PICKU,6.0,2952.0,223.51143595863175,5
1995,TOYOT,PREVI,4.0,2443.0,314.0,8
1995,VOLKS,EUROV,5.0,2460.0,271.0,6
1996,ACURA,2.5TL,5.0,2460.0,274.0,6
1996,CHEVR,ASTRO,6.0,4297.0,340.6666666666667,8
1996,CHEVR,TAHOE,8.0,5740.0,263.241935483871,6
1996,CHRYS,INTRE,6.0,3526.0,289.5,7
1996,DODGE,DAKOT,8.0,5215.0,396.75,9
1996,FORD,ECONO,8.0,4952.0,325.7399099099101,8
1996,FORD,ECONO,8.0,7281.0,325.7399099099101,8
1996,FORD,EXPLO,6.0,4018.0,331.25,8
1996,FORD,F250,8.0,5756.0,416.0,9
1996,FORD,F350,8.0,7281.0,325.7399099099101,8
1996,FORD,MUSTA,8.0,4608.0,292.3333333333333,7
1996,GEO,TRACK,4.0,1591.0,252.0,6
1996,GMC,JIMMY,6.0,4297.0,339.0,8
1996,GMC,SAVAN,8.0,6510.0,339.0,8
1996,JEEP,GRAND,6.0,3969.0,346.5,8
1996,MAZDA,MX-3,6.0,1853.0,261.0,6
1996,MERCE,C,4.0,2197.0,237.0,5
1996,MERCE,SL,8.0,4969.0,320.0,8
1996,MERCU,MYSTI,6.0,2542.0,248.0,5
1996,NISSA,SENTR,4.0,1591.0,195.5,3
1996,PLYMO,BREEZ,4.0,2001.0,261.0,6
1996,SUZUK,X90,4.0,1591.0,232.5,5
1996,TOYOT,TACOM,6.0,3378.0,311.0,7
1996,VOLKS,CABRI,4.0,1984.0,240.5,5
1997,BMW,318,4.0,1902.0,235.66666666666663,5
1997,CHEVR,ASTRO,6.0,4297.0,336.0,8
1997,CHEVR,CAVAL,4.0,2400.0,241.5,5
1997,CHEVR,P30,8.0,6510.0,266.1835585585578,6
1997,DODGE,DAKOT,4.0,2509.0,274.0,6
1997,DODGE,STRAT,4.0,2427.0,251.0,6
1997,FORD,F250,8.0,4608.0,376.0,9
1997,GEO,TRACK,4.0,1591.0,250.5,6
1997,GMC,SONOM,6.0,4300.0,336.0,8
1997,HYUND,ACCEN,4.0,1492.0,196.5,3
1997,JAGUA,XK8,6.0,4001.0,301.5,7
1997,JEEP,GRAND,6.0,3969.0,345.0,8
1997,JEEP,GRAND,8.0,5215.0,387.5,9
1997,LANDR,DEFEN,8.0,3952.0,402.07692307692315,9
1997,MAZDA,626,4.0,2001.0,229.0,5
1997,MERCE,,6.0,3200.0,278.43525179856107,7
1997,MERCE,SL,6.0,3198.0,304.0,7
1997,MERCU,SABLE,6.0,2985.0,275.5,6
1997,MERCU,VILLA,6.0,2985.0,311.0,7
1997,PONTI,TRANS,6.0,3395.0,313.0,8
1997,SATUR,SL1,4.0,1900.0,194.5,3
1997,SUZUK,SIDEK,4.0,1837.0,256.5,6
1997,VOLKS,CABRI,4.0,1984.0,238.0,5
1998,AUDI,A6,6.0,2771.0,292.0,7
1998,BMW,528,6.0,2788.0,270.0,6
1998,BMW,Z3,6.0,1902.0,287.5,7
1998,CHEVR,MALIB,6.0,3132.0,271.0,6
1998,CHEVR,S,6.0,4297.0,266.99162257495516,6
1998,DODGE,RAM,8.0,5904.0,414.8,9
1998,FORD,CONTO,4.0,1984.0,224.5,5
1998,FORD,MUSTA,8.0,4608.0,298.3333333333333,7
1998,FORD,RANGE,6.0,4018.0,329.5,8
1998,GMC,SIERR,8.0,7445.0,347.25,8
1998,INFIN,QX4,6.0,3296.0,361.0,9
1998,ISUZU,TROOP,6.0,3493.0,362.5,9
1998,JAGUA,VANDE,8.0,4001.0,306.3611111111111,7
1998,LANDR,RANGE,8.0,3952.0,416.0,9
1998,LANDR,RANGE,8.0,4559.0,426.0,9
1998,LEXUS,ES,6.0,3001.0,274.0,6
1998,LEXUS,LX,8.0,4674.0,283.1,7
1998,MAZDA,B3000,6.0,2985.0,313.0,8
1998,MAZDA,MILLE,6.0,2263.0,271.0,6
1998,MAZDA,PROTE,4.0,1837.0,229.0,5
1998,MERCE,E,6.0,3198.0,254.625,6
1998,MERCE,ML,6.0,3198.0,322.0,8
1998,PONTI,GRAND,6.0,3132.0,266.5,6
1998,PONTI,SUNFI,4.0,2181.0,234.66666666666663,5
1998,SUBAR,LEGAC,4.0,2460.0,262.5,6
1998,SUZUK,SIDEK,4.0,1837.0,256.5,6
1998,TOYOT,CAMRY,6.0,3001.0,274.0,6
1998,TOYOT,PASEO,4.0,1492.0,199.0,3
1998,TOYOT,TACOM,6.0,3378.0,337.0,8
1998,VOLVO,S70,5.0,2329.0,286.5,7
1999,ACURA,1.6EL,4.0,1600.0,209.5,4
1999,BUICK,REGAL,6.0,3788.0,275.0,6
1999,CADIL,DEVIL,8.0,4575.0,299.0,7
1999,CADIL,ELDOR,8.0,4575.0,299.0,7
1999,CHEVR,EXPRE,6.0,4297.0,255.45113114174487,6
1999,CHEVR,SILVE,8.0,4800.0,255.45113114174487,6
1999,CHEVR,SILVE,8.0,6000.0,255.45113114174487,6
1999,CHRYS,CONCO,6.0,3231.0,271.0,6
1999,DODGE,AVENG,6.0,2493.0,267.0,6
1999,DODGE,DURAN,8.0,5904.0,429.0,9
1999,FORD,ECONO,6.0,4198.0,349.1941535776632,8
1999,FORD,F150,4.0,4608.0,354.25,9
1999,FORD,F150,6.0,4198.0,354.25,9
1999,FORD,F250,8.0,4608.0,397.75,9
1999,GMC,SAVAN,8.0,5740.0,338.75,8
1999,GMC,SIERR,8.0,5002.0,338.75,8
1999,GMC,SUBUR,8.0,7445.0,338.75,8
1999,JEEP,CHERO,6.0,3969.0,321.0,8
1999,JEEP,GRAND,6.0,3969.0,335.0,8
1999,MAZDA,626,4.0,2001.0,229.0,5
1999,MAZDA,626,6.0,2493.0,274.5,6
1999,MAZDA,PROTE,4.0,1837.0,220.0,4
1999,MERCE,S,8.0,4969.0,347.0,8
1999,MERCU,SABLE,6.0,2985.0,277.5,7
1999,PONTI,GRAND,6.0,3395.0,265.0,6
1999,PONTI,MONTA,6.0,3395.0,245.58749010293025,5
1999,PONTI,SUNFI,4.0,2394.0,234.66666666666663,5
1999,TOYOT,AVALO,6.0,3001.0,253.0,6
1999,TOYOT,CAMRY,6.0,2165.0,261.6666666666667,6
1999,TOYOT,PASEO,4.0,1492.0,199.0,3
1999,TOYOT,RAV4,4.0,2000.0,244.125,5
1999,TOYOT,SOLAR,4.0,2165.0,209.79220915814216,4
1999,VOLKS,NEWBE,4.0,1902.0,178.5,2
1999,VOLKS,NEWBE,4.0,1984.0,178.5,2
1999,VOLVO,V70,5.0,2443.0,274.6666666666667,6
2000,AUDI,A6,6.0,2771.0,304.0,7
2000,BMW,Z3,6.0,2493.0,272.5,6
2000,CHEVR,MALIB,6.0,3100.0,255.0,6
2000,CHEVR,VENTU,6.0,3395.0,281.0,7
2000,CHRYS,300M,6.0,3526.0,283.0,7
2000,CHRYS,CIRRU,6.0,2493.0,269.0,6
2000,CHRYS,CONCO,6.0,3231.0,276.0,6
2000,DODGE,RAM,,8003.0,420.8,9
2000,DODGE,RAM,6.0,3919.0,366.25,9
2000,FORD,ECONO,6.0,4198.0,318.27716485240796,8
2000,FORD,ECONO,8.0,7281.0,318.27716485240796,8
2000,FORD,F250,8.0,5412.0,318.27716485240796,8
2000,HONDA,ACCOR,4.0,2300.0,234.75,5
2000,HONDA,CIVIC,5.0,1591.0,206.0,4
2000,LEXUS,ES,6.0,3001.0,276.0,6
2000,LINCO,LS,8.0,3936.0,313.0,8
2000,MERCE,CLK,8.0,3198.0,297.0,7
2000,MERCE,SLK,4.0,2296.0,244.0,5
2000,PONTI,BONNE,6.0,3788.0,283.0,7
2000,PONTI,FIREB,8.0,5740.0,294.5,7
2000,PONTI,MONTA,6.0,3400.0,281.0,7
2000,PONTI,SUNFI,3.0,2181.0,236.33333333333331,5
2000,PONTI,SUNFI,4.0,2394.0,236.33333333333331,5
2000,PORSC,911,6.0,3395.0,308.25,7
2000,SUBAR,FORES,4.0,2460.0,247.0,5
2000,TOYOT,COROL,3.0,1787.0,184.0,3
2000,VOLKS,GTI,4.0,1984.0,230.5,5
2000,VOLKS,GTI,6.0,2788.0,260.0,6
2000,VOLVO,C70,5.0,2329.0,272.0,6
2000,VOLVO,C70,5.0,2443.0,276.0,6
2000,VOLVO,S80,6.0,2919.0,285.0,7
2000,VOLVO,V70,5.0,2443.0,267.0,6
2001,ASTON,DB7,9.0,5936.0,247.73803828652615,5
2001,AUDI,A6,6.0,2673.0,302.5,7
2001,CHEVR,ASTRO,6.0,4297.0,339.25,8
2001,CHEVR,BLAZE,8.0,4297.0,348.0,8
2001,CHEVR,CORVE,8.0,5740.0,283.0,7
2001,CHEVR,TRACK,4.0,1591.0,228.0,5
2001,CHRYS,CONCO,6.0,3231.0,278.0,7
2001,CHRYS,PTCRU,4.0,2400.0,272.5,6
2001,FORD,ESCAP,4.0,1984.0,246.0,5
2001,FORD,TAURU,6.0,3000.0,281.25,7
2001,GMC,SIERR,8.0,8134.0,344.614185110664,8
2001,HONDA,INSIG,3.0,1000.0,104.0,1
2001,HYUND,SONAT,6.0,2493.0,267.0,6
2001,HYUND,XG,6.0,2968.0,278.0,7
2001,KIA,OPTIM,4.0,2361.0,254.36111111111111,6
2001,LANDR,DISCO,8.0,3952.0,247.73803828652615,5
2001,LEXUS,IS,,3001.0,304.0,7
2001,LEXUS,LX,8.0,4674.0,421.0,9
2001,MAZDA,626,4.0,2001.0,239.5,5
2001,MAZDA,PROTE,4.0,2000.0,231.5,5
2001,MAZDA,TRIBU,6.0,1984.0,297.5,7
2001,MERCE,C,6.0,3198.0,278.0,7
2001,MERCE,S,8.0,4264.0,292.0,7
2001,NISSA,FRONT,6.0,3296.0,356.625,9
2001,NISSA,SENTR,4.0,2001.0,230.0,5
2001,PONTI,BONNE,6.0,3788.0,271.5,6
2001,PONTI,GRAND,6.0,3788.0,273.5,6
2001,SATUR,SL,4.0,1902.0,191.0,3
2001,SUBAR,FORES,4.0,2460.0,254.0,6
2001,SUZUK,VITAR,4.0,2000.0,253.0,6
2001,TOYOT,4RUNN,6.0,3378.0,343.0,8
2001,TOYOT,CAMRY,,2165.0,227.66666666666663,5
2001,TOYOT,CELIC,4.0,1800.0,215.5,4
2001,TOYOT,COROL,4.0,1800.0,177.0,2
2001,TOYOT,COROL,6.0,1787.0,177.0,2
2001,TOYOT,SOLAR,4.0,2165.0,200.93935107572224,4
2001,TOYOT,TACOM,4.0,2443.0,270.5,6
2001,VOLKS,JETTA,4.0,1900.0,179.5,2
2001,VOLVO,S80,6.0,2788.0,281.0,7
2001,VOLVO,V70,5.0,2329.0,265.5,6
2002,AUDI,A4,6.0,2985.0,294.0,7
2002,AUDI,A6,6.0,2985.0,290.3333333333333,7
2002,BMW,Z3,6.0,2493.0,266.0,6
2002,CADIL,ELDOR,8.0,4575.0,288.0,7
2002,CHEVR,EXPRE,6.0,4297.0,264.9737931850449,6
2002,CHEVR,EXPRE,8.0,5740.0,264.9737931850449,6
2002,CHEVR,SUBUR,6.0,5969.0,264.9737931850449,6
2002,CHRYS,CONCO,6.0,3526.0,283.0,7
2002,DODGE,CARAV,,3296.0,292.6666666666667,7
2002,DODGE,DURAN,8.0,4707.0,398.0,9
2002,FORD,F250,,6806.0,313.9694290245837,8
2002,FORD,F350,,6806.0,313.9694290245837,8
2002,GMC,SIERR,8.0,4800.0,348.07984420642646,8
2002,HONDA,ACCOR,4.0,2300.0,225.5,5
2002,HONDA,CIVIC,,1673.0,187.0,3
2002,HONDA,CR-V,4.0,2400.0,257.5,6
2002,HYUND,XG,6.0,3493.0,290.0,7
2002,LEXUS,LS,8.0,4297.0,290.0,7
2002,LINCO,LS,6.0,2985.0,294.6666666666667,7
2002,MAZDA,626,4.0,2001.0,239.5,5
2002,MAZDA,B4000,6.0,4018.0,340.25,8
2002,MERCE,E,6.0,3198.0,267.6666666666667,6
2002,MERCE,ML,6.0,3198.0,354.0,9
2002,MERCE,S,8.0,4264.0,306.0,7
2002,MITSU,ECLIP,4.0,2345.0,253.29401621693432,6
2002,OLDSM,BRAVA,6.0,4198.0,340.0,8
2002,PORSC,BOXST,6.0,3181.0,299.0,7
2002,SAAB,9-3,4.0,1984.0,254.0,6
2002,TOYOT,SOLAR,6.0,3001.0,211.15908394607825,4
2002,VOLKS,GOLF,,1984.0,178.5,2
2002,VOLKS,GOLF,4.0,2000.0,231.0,5
2003,BMW,Z4,6.0,2985.0,256.5,6
2003,CADIL,ESCAL,8.0,6002.0,424.33333333333326,9
2003,CHEVR,SILVE,6.0,4297.0,264.04238272177673,6
2003,CHEVR,SILVE,6.0,5969.0,264.04238272177673,6
2003,CHEVR,SUBUR,8.0,5330.0,264.04238272177673,6
2003,CHRYS,TOWN,6.0,3772.0,307.0,7
2003,DODGE,DAKOT,6.0,3900.0,359.0,9
2003,DODGE,DURAN,8.0,5904.0,419.0,9
2003,FORD,CROWN,8.0,4608.0,294.0,7
2003,FORD,EXPLO,8.0,4600.0,370.0,9
2003,FORD,F150,8.0,5400.0,387.0,9
2003,FORD,F350,8.0,7281.0,306.20701323813694,7
2003,FORD,F450,,6806.0,306.20701323813694,7
2003,GMC,YUKON,8.0,5330.0,357.63196428571433,9
2003,HONDA,CIVIC,4.0,1345.0,133.0,2
2003,HYUND,SANTA,4.0,2345.0,267.0,6
2003,JAGUA,X-TYP,6.0,2493.0,273.5,6
2003,KIA,OPTIM,4.0,2361.0,286.8633474576271,7
2003,LEXUS,GX,8.0,4674.0,281.01617250673854,7
2003,MAZDA,B4000,6.0,4000.0,357.0,9
2003,MERCE,E,8.0,4969.0,320.0,8
2003,MERCE,SL,8.0,5510.0,375.0,9
2003,NISSA,FRONT,6.0,3300.0,342.1666666666667,8
2003,PONTI,MONTA,6.0,3400.0,282.5,7
2003,PORSC,BOXST,6.0,2689.0,274.0,6
2003,SAAB,9-3,4.0,1984.0,248.25,5
2003,SATUR,L300,6.0,3001.0,260.0,6
2003,TOYOT,TUNDR,4.0,3378.0,343.0,8
2004,AUDI,A6,6.0,2673.0,291.0,7
2004,AUDI,S4,8.0,4165.0,324.0,8
2004,BMW,645,8.0,4395.0,309.8333333333333,7
2004,CADIL,DEVIL,8.0,4575.0,290.0,7
2004,CADIL,SEVIL,8.0,4575.0,290.0,7
2004,CHEVR,ASTRO,6.0,4297.0,377.25,9
2004,CHEVR,COLOR,,3509.0,301.75,7
2004,CHEVR,EPICA,4.0,2493.0,267.0,6
